datetime,device,accx,accy,accz,gyrox,gyroy,gyroz,anglex,angley,anglez,magx,magy,magz
2024-06-18 20:51:40.103972,motor,-0.9976,-0.0117,0.0039,0.0,0.0,0.0,-74.262,89.511,-150.09,-1514,-1445,-909
2024-06-18 20:51:40.503018,motor,-0.9976,-0.0117,0.0039,0.0,0.0,0.0,-73.949,89.462,-150.117,-3253,9953,1887
2024-06-18 20:51:41.201462,motor,-0.9932,-0.0146,0.0034,0.0,0.0,0.0,-73.949,89.462,-150.117,-1304,-1298,-897
2024-06-18 20:51:44.494209,motor,-0.9951,-0.0195,-0.0029,0.0,0.0,0.0,-68.346,89.495,-150.189,-1341,-1490,-2336
2024-06-18 20:51:45.392233,motor,-0.9951,-0.0195,-0.0029,0.0,0.0,0.0,-76.481,89.522,-150.15,-1010,-1858,745
2024-06-18 20:51:49.048451,motor,-0.9951,-0.0195,-0.0029,0.0,0.0,0.0,-130.748,-150.672,-9.987,-30415,101,21760
2024-06-18 20:53:24.981883,motor,-0.9976,-0.0122,-0.0005,0.0,0.0,0.0,-58.997,89.434,-151.589,-1179,30900,-31632
2024-06-18 20:53:25.281259,motor,-0.9976,-0.0122,-0.0005,0.0,0.0,0.0,-58.997,89.434,-151.589,-1143,30900,-31632
2024-06-18 20:53:25.381050,motor,-0.9976,-0.0122,-0.0005,0.0,0.0,0.0,-58.997,89.434,-151.589,-1158,30900,-31632
2024-06-18 20:53:26.079599,motor,-0.9976,-0.0122,-0.0005,0.0,0.0,0.0,-58.997,89.434,-151.589,-1150,30900,-31632
2024-06-18 20:53:31.567697,motor,-0.9888,-0.0029,-0.0029,0.0,0.0,0.0,-49.016,89.39,-151.293,-6974,7697,-15591
2024-06-18 20:53:37.055354,motor,-0.9888,-0.0029,-0.0029,0.0,0.0,0.0,-49.016,89.39,-151.293,2223,30899,-30668
2024-06-18 20:53:37.254832,motor,-0.9888,-0.0029,-0.0029,0.0,0.0,0.0,-49.016,89.39,-151.293,-955,1045,-2182
2024-06-18 20:53:37.554165,motor,-0.9888,-0.0029,-0.0029,0.0,0.0,0.0,-49.016,89.39,-151.293,-1403,-646,-2210
2024-06-18 20:53:38.912663,motor,-0.9976,-0.0029,0.0088,0.0,0.0,0.0,-49.016,89.39,-151.293,15367,252,21887
2024-06-18 20:53:39.250450,motor,-0.9976,-0.0029,0.0088,0.0,0.0,0.0,-49.016,89.39,-151.293,-1332,-1314,-3325
2024-06-18 20:53:40.647429,motor,-0.9976,-0.0029,0.0088,0.0,0.0,0.0,-49.016,89.39,-151.293,-1312,-375,-289
2024-06-18 20:53:43.541260,motor,-0.9976,-0.0029,0.0088,0.0,0.0,0.0,-52.943,89.385,-151.545,-1093,-3041,-2574
